scenario,year,group,n_children_weighted,median_nominal_sub,mean_nominal_sub,median_real2026_sub,mean_real2026_sub,median_nominal_subcdctc,mean_nominal_subcdctc,median_real2026_subcdctc,mean_real2026_subcdctc
baseline,2046,Paid Home-Based,748832.0,14996.0,17827.0,9552.0,11355.0,14899.0,17536.0,9490.0,11170.0
baseline,2047,all_paid_formal,2963285.0,15247.0,17916.0,9497.0,11159.0,14988.0,17610.0,9336.0,10969.0
baseline,2047,Low-Priced Center-Based,1290630.0,12371.0,11997.0,7705.0,7473.0,12216.0,11754.0,7609.0,7321.0
baseline,2047,High-Priced Center-Based,942828.0,25522.0,26029.0,15897.0,16213.0,25002.0,25625.0,15573.0,15961.0
baseline,2047,Paid Home-Based,729827.0,15354.0,17901.0,9564.0,11150.0,15114.0,17613.0,9414.0,10971.0
baseline,2048,all_paid_formal,2953437.0,15724.0,18426.0,9577.0,11223.0,15458.0,18127.0,9415.0,11041.0
baseline,2048,Low-Priced Center-Based,1272709.0,12846.0,12416.0,7824.0,7562.0,12846.0,12174.0,7824.0,7415.0
baseline,2048,High-Priced Center-Based,957722.0,26019.0,26322.0,15847.0,16032.0,25419.0,25932.0,15482.0,15794.0
baseline,2048,Paid Home-Based,723006.0,15824.0,18547.0,9638.0,11296.0,15755.0,18267.0,9596.0,11126.0
baseline,2049,all_paid_formal,2906981.0,16156.0,18814.0,9622.0,11205.0,15846.0,18523.0,9437.0,11032.0
baseline,2049,Low-Priced Center-Based,1258647.0,12937.0,12632.0,7705.0,7523.0,12587.0,12404.0,7497.0,7388.0
baseline,2049,High-Priced Center-Based,934114.0,26703.0,26994.0,15903.0,16077.0,26284.0,26604.0,15654.0,15845.0
baseline,2049,Paid Home-Based,714220.0,16252.0,19008.0,9679.0,11321.0,16197.0,18737.0,9647.0,11159.0
baseline,2050,all_paid_formal,2862171.0,16479.0,19204.0,9597.0,11184.0,16197.0,18918.0,9433.0,11017.0
baseline,2050,Low-Priced Center-Based,1226898.0,13518.0,13119.0,7873.0,7640.0,13349.0,12892.0,7774.0,7508.0
baseline,2050,High-Priced Center-Based,915751.0,26525.0,27296.0,15447.0,15896.0,26058.0,26917.0,15176.0,15675.0
baseline,2050,Paid Home-Based,719521.0,16638.0,19280.0,9689.0,11228.0,16378.0,19014.0,9538.0,11073.0
baseline,2051,all_paid_formal,2851149.0,16979.0,19749.0,9669.0,11246.0,16683.0,19467.0,9500.0,11085.0
baseline,2051,Low-Priced Center-Based,1230673.0,13723.0,13348.0,7815.0,7601.0,13352.0,13121.0,7604.0,7472.0
baseline,2051,High-Priced Center-Based,919234.0,27693.0,28451.0,15770.0,16202.0,27414.0,28079.0,15611.0,15990.0
baseline,2051,Paid Home-Based,701241.0,17089.0,19573.0,9731.0,11146.0,16821.0,19313.0,9579.0,10998.0
baseline,2052,all_paid_formal,2843385.0,17346.0,20160.0,9658.0,11225.0,17067.0,19883.0,9503.0,11071.0
baseline,2052,Low-Priced Center-Based,1249922.0,14160.0,13700.0,7884.0,7628.0,13752.0,13478.0,7657.0,7505.0
baseline,2052,High-Priced Center-Based,894135.0,28139.0,29016.0,15668.0,16157.0,27909.0,28644.0,15540.0,15950.0
baseline,2052,Paid Home-Based,699328.0,17552.0,20381.0,9773.0,11349.0,17277.0,20130.0,9620.0,11209.0
baseline,2053,all_paid_formal,2767430.0,17912.0,20544.0,9753.0,11185.0,17600.0,20271.0,9583.0,11037.0
baseline,2053,Low-Priced Center-Based,1207020.0,14582.0,14184.0,7940.0,7723.0,14291.0,13965.0,7781.0,7604.0
baseline,2053,High-Priced Center-Based,880015.0,28817.0,29265.0,15690.0,15934.0,28278.0,28898.0,15396.0,15734.0
baseline,2053,Paid Home-Based,680395.0,18027.0,20547.0,9815.0,11187.0,17745.0,20298.0,9662.0,11052.0
baseline,2054,all_paid_formal,2719010.0,18254.0,21227.0,9718.0,11301.0,18112.0,20958.0,9642.0,11158.0
baseline,2054,Low-Priced Center-Based,1165331.0,14717.0,14537.0,7835.0,7739.0,14584.0,14325.0,7764.0,7627.0
baseline,2054,High-Priced Center-Based,863401.0,29574.0,30442.0,15745.0,16207.0,28984.0,30075.0,15431.0,16012.0
baseline,2054,Paid Home-Based,690278.0,18226.0,20996.0,9703.0,11178.0,18189.0,20751.0,9683.0,11047.0
baseline,2055,all_paid_formal,2714108.0,18771.0,21715.0,9771.0,11304.0,18576.0,21452.0,9670.0,11167.0
baseline,2055,Low-Priced Center-Based,1197919.0,15023.0,14856.0,7820.0,7733.0,15002.0,14650.0,7809.0,7626.0
baseline,2055,High-Priced Center-Based,860277.0,30726.0,31145.0,15995.0,16213.0,30356.0,30786.0,15802.0,16026.0
baseline,2055,Paid Home-Based,655912.0,19020.0,21875.0,9901.0,11387.0,18722.0,21630.0,9746.0,11260.0
child_ubi_1k,2026,all_paid_formal,3554569.0,8607.0,10414.0,8607.0,10414.0,8106.0,9972.0,8106.0,9972.0
child_ubi_1k,2026,Low-Priced Center-Based,1542350.0,7185.0,6571.0,7185.0,6571.0,6648.0,6194.0,6648.0,6194.0
child_ubi_1k,2026,High-Priced Center-Based,1157647.0,14667.0,15258.0,14667.0,15258.0,14010.0,14765.0,14010.0,14765.0
child_ubi_1k,2026,Paid Home-Based,854573.0,9028.0,10788.0,9028.0,10788.0,8428.0,10299.0,8428.0,10299.0
child_ubi_1k,2027,all_paid_formal,3517749.0,8906.0,10739.0,8685.0,10472.0,8397.0,10306.0,8188.0,10050.0
child_ubi_1k,2027,Low-Priced Center-Based,1527621.0,7474.0,6778.0,7288.0,6610.0,6899.0,6410.0,6728.0,6250.0
child_ubi_1k,2027,High-Priced Center-Based,1133215.0,15311.0,15752.0,14930.0,15360.0,14650.0,15264.0,14286.0,14885.0
child_ubi_1k,2027,Paid Home-Based,856913.0,9305.0,11170.0,9074.0,10892.0,8714.0,10697.0,8497.0,10431.0
child_ubi_1k,2028,all_paid_formal,3485023.0,9100.0,11055.0,8670.0,10532.0,8666.0,10637.0,8255.0,10134.0
child_ubi_1k,2028,Low-Priced Center-Based,1514538.0,7530.0,6974.0,7174.0,6644.0,7060.0,6619.0,6726.0,6306.0
child_ubi_1k,2028,High-Priced Center-Based,1118636.0,15719.0,16296.0,14975.0,15524.0,15119.0,15818.0,14404.0,15069.0
child_ubi_1k,2028,Paid Home-Based,851849.0,9562.0,11428.0,9109.0,10887.0,8962.0,10979.0,8537.0,10459.0
child_ubi_1k,2029,all_paid_formal,3456157.0,9384.0,11291.0,8740.0,10516.0,8902.0,10873.0,8291.0,10126.0
child_ubi_1k,2029,Low-Priced Center-Based,1492442.0,7749.0,7143.0,7217.0,6653.0,7294.0,6785.0,6793.0,6320.0
child_ubi_1k,2029,High-Priced Center-Based,1119630.0,15906.0,16382.0,14814.0,15257.0,15244.0,15906.0,14197.0,14814.0
child_ubi_1k,2029,Paid Home-Based,844085.0,9814.0,11873.0,9140.0,11058.0,9223.0,11424.0,8590.0,10639.0
child_ubi_1k,2030,all_paid_formal,3368392.0,9571.0,11681.0,8717.0,10638.0,9131.0,11274.0,8316.0,10268.0
child_ubi_1k,2030,Low-Priced Center-Based,1467182.0,7970.0,7337.0,7259.0,6682.0,7594.0,6989.0,6917.0,6366.0
child_ubi_1k,2030,High-Priced Center-Based,1075214.0,16791.0,17386.0,15292.0,15834.0,16191.0,16912.0,14746.0,15403.0
child_ubi_1k,2030,Paid Home-Based,825996.0,10069.0,11971.0,9170.0,10903.0,9469.0,11545.0,8624.0,10515.0
child_ubi_1k,2031,all_paid_formal,3401470.0,9966.0,12055.0,8876.0,10737.0,9475.0,11659.0,8439.0,10384.0
child_ubi_1k,2031,Low-Priced Center-Based,1460432.0,8048.0,7562.0,7167.0,6735.0,7697.0,7226.0,6855.0,6435.0
child_ubi_1k,2031,High-Priced Center-Based,1109300.0,16786.0,17525.0,14950.0,15608.0,16225.0,17067.0,14450.0,15200.0
child_ubi_1k,2031,Paid Home-Based,831738.0,10335.0,12650.0,9204.0,11266.0,9749.0,12231.0,8683.0,10893.0
child_ubi_1k,2032,all_paid_formal,3350627.0,10229.0,12283.0,8909.0,10698.0,9815.0,11896.0,8548.0,10361.0
child_ubi_1k,2032,Low-Priced Center-Based,1433817.0,8440.0,7821.0,7351.0,6812.0,8191.0,7499.0,7134.0,6531.0
child_ubi_1k,2032,High-Priced Center-Based,1097516.0,17512.0,17875.0,15252.0,15568.0,17060.0,17418.0,14859.0,15170.0
child_ubi_1k,2032,Paid Home-Based,819293.0,10605.0,12599.0,9237.0,10974.0,10005.0,12196.0,8714.0,10623.0
child_ubi_1k,2033,all_paid_formal,3335131.0,10492.0,12568.0,8937.0,10705.0,10006.0,12184.0,8522.0,10378.0
child_ubi_1k,2033,Low-Priced Center-Based,1455298.0,8522.0,8021.0,7259.0,6832.0,8238.0,7700.0,7016.0,6558.0
child_ubi_1k,2033,High-Priced Center-Based,1069855.0,17837.0,18337.0,15192.0,15618.0,17129.0,17878.0,14589.0,15228.0
child_ubi_1k,2033,Paid Home-Based,809978.0,10886.0,13117.0,9272.0,11173.0,10295.0,12721.0,8769.0,10835.0
child_ubi_1k,2034,all_paid_formal,3290788.0,10764.0,12815.0,8966.0,10674.0,10399.0,12442.0,8662.0,10364.0
child_ubi_1k,2034,Low-Priced Center-Based,1415057.0,8943.0,8282.0,7449.0,6899.0,8642.0,7972.0,7199.0,6640.0
child_ubi_1k,2034,High-Priced Center-Based,1065992.0,17704.0,18350.0,14747.0,15284.0,17347.0,17904.0,14449.0,14913.0
child_ubi_1k,2034,Paid Home-Based,809740.0,11175.0,13450.0,9309.0,11203.0,10585.0,13063.0,8817.0,10881.0
child_ubi_1k,2035,all_paid_formal,3274050.0,11046.0,13165.0,8997.0,10723.0,10647.0,12796.0,8672.0,10423.0
child_ubi_1k,2035,Low-Priced Center-Based,1420495.0,8644.0,8429.0,7041.0,6866.0,8636.0,8126.0,7035.0,6619.0
child_ubi_1k,2035,High-Priced Center-Based,1073451.0,18588.0,19010.0,15141.0,15485.0,18096.0,18566.0,14740.0,15123.0
child_ubi_1k,2035,Paid Home-Based,780104.0,11476.0,13745.0,9348.0,11196.0,10886.0,13359.0,8868.0,10882.0
child_ubi_1k,2036,all_paid_formal,3215544.0,11378.0,13532.0,9064.0,10779.0,11083.0,13169.0,8828.0,10490.0
child_ubi_1k,2036,Low-Priced Center-Based,1399011.0,9489.0,8767.0,7559.0,6984.0,9238.0,8466.0,7358.0,6744.0
child_ubi_1k,2036,High-Priced Center-Based,1040289.0,19076.0,19663.0,15195.0,15663.0,18602.0,19218.0,14818.0,15309.0
child_ubi_1k,2036,Paid Home-Based,776243.0,11786.0,13904.0,9388.0,11075.0,11197.0,13537.0,8919.0,10783.0
child_ubi_1k,2037,all_paid_formal,3201503.0,11640.0,13836.0,9067.0,10778.0,11204.0,13479.0,8727.0,10500.0
child_ubi_1k,2037,Low-Priced Center-Based,1397541.0,9175.0,8947.0,7147.0,6969.0,9175.0,8653.0,7147.0,6740.0
child_ubi_1k,2037,High-Priced Center-Based,1038142.0,19588.0,20072.0,15259.0,15636.0,19134.0,19636.0,14905.0,15296.0
child_ubi_1k,2037,Paid Home-Based,765820.0,12113.0,14304.0,9436.0,11143.0,11513.0,13941.0,8968.0,10860.0
child_ubi_1k,2038,all_paid_formal,3210378.0,11952.0,14285.0,9105.0,10882.0,11594.0,13933.0,8832.0,10614.0
child_ubi_1k,2038,Low-Priced Center-Based,1398927.0,9824.0,9237.0,7484.0,7036.0,9667.0,8945.0,7365.0,6814.0
child_ubi_1k,2038,High-Priced Center-Based,1038150.0,20113.0,20690.0,15322.0,15761.0,19658.0,20252.0,14975.0,15428.0
child_ubi_1k,2038,Paid Home-Based,773301.0,12447.0,14819.0,9482.0,11289.0,11847.0,14471.0,9025.0,11024.0
child_ubi_1k,2039,all_paid_formal,3167390.0,12337.0,14647.0,9190.0,10912.0,12068.0,14302.0,8990.0,10654.0
child_ubi_1k,2039,Low-Priced Center-Based,1360239.0,10407.0,9627.0,7753.0,7171.0,10100.0,9341.0,7524.0,6959.0
child_ubi_1k,2039,High-Priced Center-Based,1024985.0,20641.0,21159.0,15377.0,15763.0,20141.0,20727.0,15004.0,15441.0
child_ubi_1k,2039,Paid Home-Based,782166.0,12594.0,14846.0,9382.0,11059.0,12192.0,14510.0,9083.0,10810.0
child_ubi_1k,2040,all_paid_formal,3134100.0,12722.0,15051.0,9268.0,10965.0,12507.0,14713.0,9111.0,10718.0
child_ubi_1k,2040,Low-Priced Center-Based,1344280.0,10064.0,9788.0,7332.0,7131.0,9986.0,9509.0,7275.0,6927.0
child_ubi_1k,2040,High-Priced Center-Based,1006381.0,21427.0,21781.0,15610.0,15867.0,20982.0,21358.0,15285.0,15559.0
child_ubi_1k,2040,Paid Home-Based,783439.0,13149.0,15437.0,9579.0,11246.0,12549.0,15104.0,9142.0,11003.0
child_ubi_1k,2041,all_paid_formal,3165129.0,12920.0,15268.0,9204.0,10877.0,12643.0,14938.0,9007.0,10642.0
child_ubi_1k,2041,Low-Priced Center-Based,1376919.0,10302.0,9989.0,7339.0,7116.0,10170.0,9723.0,7245.0,6927.0
child_ubi_1k,2041,High-Priced Center-Based,1026287.0,21626.0,21992.0,15406.0,15667.0,21153.0,21568.0,15069.0,15365.0
child_ubi_1k,2041,Paid Home-Based,761923.0,13306.0,15752.0,9479.0,11222.0,12916.0,15432.0,9202.0,10994.0
child_ubi_1k,2042,all_paid_formal,3110339.0,13285.0,15640.0,9255.0,10896.0,13041.0,15310.0,9085.0,10665.0
child_ubi_1k,2042,Low-Priced Center-Based,1344058.0,10709.0,10394.0,7460.0,7241.0,10583.0,10127.0,7373.0,7055.0
child_ubi_1k,2042,High-Priced Center-Based,982397.0,21937.0,22616.0,15282.0,15756.0,21606.0,22188.0,15052.0,15457.0
child_ubi_1k,2042,Paid Home-Based,783885.0,13478.0,15893.0,9389.0,11072.0,13294.0,15576.0,9261.0,10851.0
child_ubi_1k,2043,all_paid_formal,3104166.0,13793.0,16172.0,9396.0,11017.0,13518.0,15851.0,9209.0,10798.0
child_ubi_1k,2043,Low-Priced Center-Based,1354670.0,11044.0,10686.0,7524.0,7280.0,10959.0,10427.0,7466.0,7104.0
child_ubi_1k,2043,High-Priced Center-Based,986008.0,22690.0,23355.0,15457.0,15910.0,22210.0,22935.0,15130.0,15624.0
child_ubi_1k,2043,Paid Home-Based,763488.0,14154.0,16630.0,9642.0,11329.0,13693.0,16327.0,9328.0,11123.0
child_ubi_1k,2044,all_paid_formal,3054184.0,14154.0,16627.0,9429.0,11076.0,13906.0,16305.0,9264.0,10862.0
child_ubi_1k,2044,Low-Priced Center-Based,1309661.0,11389.0,10988.0,7587.0,7320.0,11389.0,10726.0,7587.0,7145.0
child_ubi_1k,2044,High-Priced Center-Based,998888.0,23425.0,23895.0,15605.0,15918.0,22835.0,23482.0,15212.0,15643.0
child_ubi_1k,2044,Paid Home-Based,745635.0,14200.0,16792.0,9460.0,11186.0,14077.0,16490.0,9377.0,10985.0
child_ubi_1k,2045,all_paid_formal,3060986.0,14371.0,17004.0,9361.0,11077.0,14076.0,16693.0,9169.0,10874.0
child_ubi_1k,2045,Low-Priced Center-Based,1335312.0,11603.0,11234.0,7558.0,7318.0,11480.0,10985.0,7478.0,7155.0
child_ubi_1k,2045,High-Priced Center-Based,976254.0,23924.0,24537.0,15584.0,15984.0,23451.0,24128.0,15277.0,15717.0
child_ubi_1k,2045,Paid Home-Based,749421.0,14592.0,17473.0,9506.0,11382.0,14482.0,17180.0,9434.0,11191.0
child_ubi_1k,2046,all_paid_formal,3015132.0,14774.0,17392.0,9411.0,11078.0,14392.0,17089.0,9168.0,10886.0
child_ubi_1k,2046,Low-Priced Center-Based,1293284.0,11523.0,11496.0,7340.0,7323.0,11499.0,11255.0,7325.0,7169.0
child_ubi_1k,2046,High-Priced Center-Based,974481.0,24019.0,24860.0,15299.0,15835.0,23653.0,24469.0,15067.0,15586.0
child_ubi_1k,2046,Paid Home-Based,747367.0,14992.0,17856.0,9550.0,11374.0,14895.0,17564.0,9488.0,11188.0
child_ubi_1k,2047,all_paid_formal,2957628.0,15241.0,17925.0,9493.0,11165.0,14983.0,17619.0,9332.0,10975.0
child_ubi_1k,2047,Low-Priced Center-Based,1286528.0,12366.0,11999.0,7703.0,7474.0,12212.0,11754.0,7606.0,7321.0
child_ubi_1k,2047,High-Priced Center-Based,942581.0,25517.0,26019.0,15894.0,16206.0,24955.0,25615.0,15544.0,15955.0
child_ubi_1k,2047,Paid Home-Based,728518.0,15401.0,17920.0,9593.0,11162.0,15111.0,17631.0,9412.0,10982.0
child_ubi_1k,2048,all_paid_formal,2946405.0,15733.0,18419.0,9583.0,11218.0,15491.0,18119.0,9435.0,11036.0
child_ubi_1k,2048,Low-Priced Center-Based,1269204.0,12842.0,12424.0,7822.0,7567.0,12842.0,12182.0,7822.0,7420.0
child_ubi_1k,2048,High-Priced Center-Based,956060.0,26014.0,26260.0,15844.0,15994.0,25414.0,25869.0,15479.0,15756.0
child_ubi_1k,2048,Paid Home-Based,721140.0,15820.0,18575.0,9636.0,11313.0,15751.0,18294.0,9594.0,11143.0
child_ubi_1k,2049,all_paid_formal,2903655.0,16150.0,18826.0,9618.0,11212.0,15842.0,18536.0,9435.0,11039.0
child_ubi_1k,2049,Low-Priced Center-Based,1257538.0,12932.0,12640.0,7702.0,7528.0,12583.0,12412.0,7494.0,7392.0
child_ubi_1k,2049,High-Priced Center-Based,934047.0,26698.0,26989.0,15900.0,16074.0,26279.0,26599.0,15651.0,15841.0
child_ubi_1k,2049,Paid Home-Based,712070.0,16249.0,19046.0,9677.0,11343.0,16194.0,18775.0,9645.0,11182.0
child_ubi_1k,2050,all_paid_formal,2855461.0,16473.0,19214.0,9594.0,11189.0,16193.0,18928.0,9430.0,11023.0
child_ubi_1k,2050,Low-Priced Center-Based,1223794.0,13513.0,13129.0,7870.0,7646.0,13462.0,12902.0,7840.0,7514.0
child_ubi_1k,2050,High-Priced Center-Based,913876.0,26521.0,27278.0,15445.0,15886.0,26054.0,26898.0,15173.0,15664.0
child_ubi_1k,2050,Paid Home-Based,717791.0,16635.0,19321.0,9687.0,11252.0,16496.0,19054.0,9607.0,11097.0
child_ubi_1k,2051,all_paid_formal,2844747.0,17004.0,19755.0,9683.0,11250.0,16683.0,19472.0,9500.0,11089.0
child_ubi_1k,2051,Low-Priced Center-Based,1229966.0,13719.0,13333.0,7812.0,7593.0,13348.0,13106.0,7601.0,7463.0
child_ubi_1k,2051,High-Priced Center-Based,916790.0,27688.0,28460.0,15767.0,16207.0,27410.0,28087.0,15608.0,15994.0
child_ubi_1k,2051,Paid Home-Based,697991.0,17086.0,19637.0,9729.0,11182.0,16818.0,19376.0,9577.0,11034.0
child_ubi_1k,2052,all_paid_formal,2837241.0,17340.0,20172.0,9655.0,11232.0,17069.0,19895.0,9504.0,11078.0
child_ubi_1k,2052,Low-Priced Center-Based,1247445.0,14129.0,13691.0,7867.0,7623.0,13747.0,13469.0,7654.0,7500.0
child_ubi_1k,2052,High-Priced Center-Based,893905.0,28134.0,29004.0,15665.0,16150.0,27749.0,28632.0,15451.0,15943.0
child_ubi_1k,2052,Paid Home-Based,695892.0,17548.0,20444.0,9771.0,11384.0,17274.0,20191.0,9618.0,11243.0
child_ubi_1k,2053,all_paid_formal,2761519.0,17913.0,20542.0,9753.0,11184.0,17594.0,20268.0,9579.0,11035.0
child_ubi_1k,2053,Low-Priced Center-Based,1204918.0,14634.0,14189.0,7968.0,7725.0,14286.0,13969.0,7778.0,7606.0
child_ubi_1k,2053,High-Priced Center-Based,878287.0,28812.0,29243.0,15687.0,15922.0,28237.0,28876.0,15374.0,15722.0
child_ubi_1k,2053,Paid Home-Based,678314.0,18083.0,20560.0,9845.0,11194.0,17741.0,20310.0,9660.0,11058.0
child_ubi_1k,2054,all_paid_formal,2713134.0,18380.0,21232.0,9785.0,11303.0,18108.0,20962.0,9640.0,11160.0
child_ubi_1k,2054,Low-Priced Center-Based,1163792.0,14595.0,14529.0,7770.0,7735.0,14580.0,14317.0,7762.0,7622.0
child_ubi_1k,2054,High-Priced Center-Based,861744.0,29569.0,30429.0,15742.0,16200.0,28979.0,30062.0,15428.0,16005.0
child_ubi_1k,2054,Paid Home-Based,687597.0,18222.0,21048.0,9701.0,11206.0,18185.0,20802.0,9682.0,11075.0
child_ubi_1k,2055,all_paid_formal,2707392.0,18866.0,21745.0,9821.0,11320.0,18602.0,21480.0,9683.0,11182.0
child_ubi_1k,2055,Low-Priced Center-Based,1194121.0,15018.0,14857.0,7818.0,7734.0,14997.0,14651.0,7807.0,7627.0
child_ubi_1k,2055,High-Priced Center-Based,860172.0,30721.0,31158.0,15992.0,16220.0,30351.0,30799.0,15800.0,16033.0
child_ubi_1k,2055,Paid Home-Based,653098.0,19016.0,21940.0,9899.0,11421.0,18719.0,21694.0,9744.0,11293.0
means_tested,2026,all_paid_formal,6318181.0,3549.0,5325.0,3549.0,5325.0,3106.0,5004.0,3106.0,5004.0
means_tested,2026,Low-Priced Center-Based,1897389.0,1665.0,3661.0,1665.0,3661.0,1579.0,3406.0,1579.0,3406.0
means_tested,2026,High-Priced Center-Based,2888057.0,4192.0,6372.0,4192.0,6372.0,3874.0,6016.0,3874.0,6016.0
means_tested,2026,Paid Home-Based,1532735.0,4135.0,5415.0,4135.0,5415.0,3733.0,5073.0,3733.0,5073.0
means_tested,2027,all_paid_formal,6183120.0,3733.0,5536.0,3640.0,5399.0,3250.0,5222.0,3170.0,5092.0
means_tested,2027,Low-Priced Center-Based,1827515.0,1702.0,3768.0,1660.0,3675.0,1625.0,3517.0,1584.0,3430.0
means_tested,2027,High-Priced Center-Based,2832823.0,4360.0,6634.0,4252.0,6469.0,4061.0,6289.0,3961.0,6133.0
means_tested,2027,Paid Home-Based,1522782.0,4351.0,5616.0,4243.0,5477.0,3895.0,5283.0,3798.0,5152.0
means_tested,2028,all_paid_formal,6094674.0,3927.0,5764.0,3741.0,5492.0,3513.0,5468.0,3347.0,5209.0
means_tested,2028,Low-Priced Center-Based,1811651.0,1765.0,3928.0,1681.0,3742.0,1694.0,3693.0,1614.0,3518.0
means_tested,2028,High-Priced Center-Based,2771688.0,4553.0,6908.0,4338.0,6581.0,4323.0,6582.0,4118.0,6270.0
means_tested,2028,Paid Home-Based,1511335.0,4561.0,5868.0,4345.0,5590.0,4206.0,5552.0,4007.0,5289.0
means_tested,2029,all_paid_formal,6063460.0,3921.0,5930.0,3652.0,5523.0,3530.0,5637.0,3287.0,5250.0
means_tested,2029,Low-Priced Center-Based,1799705.0,1868.0,4073.0,1739.0,3793.0,1800.0,3834.0,1677.0,3570.0
means_tested,2029,High-Priced Center-Based,2767818.0,4615.0,7088.0,4298.0,6602.0,4332.0,6765.0,4035.0,6301.0
means_tested,2029,Paid Home-Based,1495936.0,4671.0,6024.0,4350.0,5610.0,4274.0,5719.0,3981.0,5326.0
means_tested,2030,all_paid_formal,5961385.0,3986.0,6105.0,3631.0,5560.0,3621.0,5825.0,3298.0,5305.0
means_tested,2030,Low-Priced Center-Based,1784162.0,2007.0,4234.0,1827.0,3856.0,1934.0,4003.0,1762.0,3646.0
means_tested,2030,High-Priced Center-Based,2709363.0,4734.0,7343.0,4311.0,6688.0,4477.0,7034.0,4078.0,6406.0
means_tested,2030,Paid Home-Based,1467861.0,4604.0,6093.0,4193.0,5549.0,4303.0,5806.0,3919.0,5288.0
means_tested,2031,all_paid_formal,5947820.0,4180.0,6308.0,3722.0,5618.0,3832.0,6035.0,3413.0,5375.0
means_tested,2031,Low-Priced Center-Based,1801244.0,2070.0,4366.0,1843.0,3888.0,1996.0,4142.0,1778.0,3689.0
means_tested,2031,High-Priced Center-Based,2699720.0,4933.0,7581.0,4394.0,6752.0,4694.0,7280.0,4181.0,6484.0
means_tested,2031,Paid Home-Based,1446856.0,4882.0,6350.0,4348.0,5656.0,4538.0,6068.0,4041.0,5405.0
means_tested,2032,all_paid_formal,5923394.0,4340.0,6529.0,3780.0,5686.0,3984.0,6268.0,3470.0,5459.0
means_tested,2032,Low-Priced Center-Based,1792980.0,2042.0,4443.0,1778.0,3869.0,1992.0,4235.0,1735.0,3689.0
means_tested,2032,High-Priced Center-Based,2679184.0,5123.0,7864.0,4462.0,6849.0,4882.0,7575.0,4252.0,6597.0
means_tested,2032,Paid Home-Based,1451230.0,5093.0,6640.0,4436.0,5783.0,4874.0,6368.0,4245.0,5547.0
means_tested,2033,all_paid_formal,5817419.0,4443.0,6680.0,3784.0,5689.0,4139.0,6422.0,3525.0,5470.0
means_tested,2033,Low-Priced Center-Based,1770847.0,2194.0,4610.0,1868.0,3926.0,2113.0,4396.0,1800.0,3745.0
means_tested,2033,High-Priced Center-Based,2627182.0,5258.0,8015.0,4479.0,6827.0,5008.0,7728.0,4266.0,6582.0
means_tested,2033,Paid Home-Based,1419390.0,5214.0,6790.0,4441.0,5784.0,4981.0,6531.0,4242.0,5562.0
means_tested,2034,all_paid_formal,5740191.0,4575.0,6912.0,3810.0,5757.0,4315.0,6666.0,3594.0,5552.0
means_tested,2034,Low-Priced Center-Based,1745661.0,2306.0,4733.0,1921.0,3943.0,2191.0,4532.0,1825.0,3775.0
means_tested,2034,High-Priced Center-Based,2588648.0,5432.0,8303.0,4525.0,6916.0,5200.0,8029.0,4331.0,6688.0
means_tested,2034,Paid Home-Based,1405882.0,5424.0,7056.0,4518.0,5877.0,5252.0,6804.0,4375.0,5668.0
means_tested,2035,all_paid_formal,5678823.0,4737.0,7182.0,3859.0,5850.0,4478.0,6941.0,3648.0,5654.0
means_tested,2035,Low-Priced Center-Based,1724642.0,2368.0,4937.0,1929.0,4022.0,2250.0,4739.0,1833.0,3860.0
means_tested,2035,High-Priced Center-Based,2577428.0,5605.0,8682.0,4566.0,7072.0,5405.0,8415.0,4403.0,6855.0
means_tested,2035,Paid Home-Based,1376753.0,5473.0,7185.0,4458.0,5853.0,5247.0,6942.0,4274.0,5654.0
means_tested,2036,all_paid_formal,5641724.0,4905.0,7318.0,3907.0,5829.0,4578.0,7084.0,3647.0,5643.0
means_tested,2036,Low-Priced Center-Based,1737681.0,2403.0,5055.0,1914.0,4027.0,2306.0,4863.0,1837.0,3874.0
means_tested,2036,High-Priced Center-Based,2514292.0,5772.0,8776.0,4598.0,6991.0,5559.0,8513.0,4428.0,6781.0
means_tested,2036,Paid Home-Based,1389751.0,5804.0,7511.0,4624.0,5983.0,5636.0,7274.0,4490.0,5794.0
means_tested,2037,all_paid_formal,5609799.0,5079.0,7603.0,3957.0,5923.0,4748.0,7372.0,3698.0,5743.0
means_tested,2037,Low-Priced Center-Based,1718048.0,2581.0,5291.0,2011.0,4122.0,2456.0,5100.0,1913.0,3973.0
means_tested,2037,High-Priced Center-Based,2540818.0,5926.0,9089.0,4616.0,7080.0,5721.0,8833.0,4457.0,6880.0
means_tested,2037,Paid Home-Based,1350933.0,6112.0,7749.0,4761.0,6037.0,5926.0,7516.0,4616.0,5855.0
means_tested,2038,all_paid_formal,5545624.0,5241.0,7824.0,3992.0,5961.0,4892.0,7601.0,3726.0,5790.0
means_tested,2038,Low-Priced Center-Based,1723254.0,2579.0,5353.0,1964.0,4078.0,2465.0,5169.0,1878.0,3938.0
means_tested,2038,High-Priced Center-Based,2492925.0,6175.0,9434.0,4704.0,7186.0,5962.0,9181.0,4542.0,6994.0
means_tested,2038,Paid Home-Based,1329445.0,6260.0,8011.0,4769.0,6102.0,6108.0,7789.0,4653.0,5933.0
means_tested,2039,all_paid_formal,5539726.0,5399.0,8094.0,4022.0,6030.0,5123.0,7876.0,3817.0,5867.0
means_tested,2039,Low-Priced Center-Based,1686722.0,2770.0,5625.0,2063.0,4190.0,2667.0,5441.0,1986.0,4053.0
